Product name in Flipkart,Retail price in Flipkart,Discounted price in Flipkart,Product id,Product category in Flipkart,Product name in Amazon,Retail price in Amazon,Discounted price in Amazon,Product category,match
Orange and Orchid Women's Shrug,1599.0,799.0,RUGEHHZCCFZWXSJA,Clothing,ORANGE AND ORCHID WOMEN'S SHRUG,1594,904,Clothing,1
PURYS Women's Shrug,749.0,749.0,RUGEHKBZ2SS8TH6Q,Clothing,PURYS WOMEN'S SHRUG,746,883,Clothing,1
SKIDLERS Women's Shrug,999.0,375.0,RUGEHEM9NKDVTGBC,Clothing,SKIDLERS WOMEN'S SHRUG,984,432,Clothing,1
Bike World 3 Pipe Air Pressure for S6 110 dB Vehicle Horn,2399.0,1199.0,VHREHEPXEH2BUTNE,Automotive,BIKE WORLD 3 PIPE AIR PRESSURE FOR S6 110 DB VEHICLE HORN,2385,1340,Automotive,1
Bike World 3 Pipe Air Pressure for Etios Liva 110 dB Vehicle Horn,2399.0,1199.0,VHREHEPTFFEFZFYE,Automotive,BIKE WORLD 3 PIPE AIR PRESSURE FOR ETIOS LIVA 110 DB VEHICLE HORN,2388,1503,Automotive,1
hi-tech Hiking & Trekking Shoes,499.0,459.0,SHOEGHF8NXWFY6SV,Footwear,HI-TECH HIKING & TREKKING SHOES,489,539,Footwear,1
Bike World 3 Pipe Air Pressure for Evalia 110 dB Vehicle Horn,2399.0,1199.0,VHREHEPTZAWTWHFJ,Automotive,BIKE WORLD 3 PIPE AIR PRESSURE FOR EVALIA 110 DB VEHICLE HORN,2392,1338,Automotive,1
Velvetcase Smoky Quartz Textured Earrings Quartz Silver Stud Earring,4242.0,4242.0,ERGEHHBMMFHZYZVX,Jewellery,VELVETCASE SMOKY QUARTZ TEXTURED EARRINGS QUARTZ SILVER STUD EARRING,4240,5415,Jewellery,1
Orange and Orchid Women's Shrug,1599.0,799.0,RUGEHHZCGYK3YZ6J,Clothing,ORANGE AND ORCHID WOMEN'S SHRUG,1590,1031,Clothing,1
ASHAWAY THUNDER WAVE SILVER G2 Unstrung Badminton Racquet,6500.0,5070.0,RAQEHGQZHNXYVKZW,SportsFitness,ASHAWAY THUNDER WAVE SILVER G2 UNSTRUNG BADMINTON RACQUET,6481,6471,SportsFitness,1
KAPFAB Printed Daily Wear Art Silk Sari,999.0,425.0,SAREJH8YZC3ZBPVH,Clothing,KAPFAB PRINTED DAILY WEAR ART SILK SARI,988,526,Clothing,1
jay fashion Floral Print Bollywood Georgette Sari,1299.0,999.0,SAREJHHUGRH4HPJX,Clothing,JAY FASHION FLORAL PRINT BOLLYWOOD GEORGETTE SARI,1290,1294,Clothing,1
jay fashion Floral Print Bollywood Georgette Sari,1299.0,999.0,SAREJHHUWBDYMHX5,Clothing,JAY FASHION FLORAL PRINT BOLLYWOOD GEORGETTE SARI,1287,1224,Clothing,1
Fashiondeal Printed Daily Wear Cotton Sari,1249.0,499.0,SAREJHNQXH2Y7GWV,Clothing,FASHIONDEAL PRINTED DAILY WEAR COTTON SARI,1239,629,Clothing,1
Addyvero Regular Fit Baby Girl's Multicolor Trousers,2499.0,799.0,TROEE27GUX2FK47Z,BabyCare,ADDYVERO REGULAR FIT BABY GIRL'S MULTICOLOR TROUSERS,2491,916,BabyCare,1
Wall Decal Small Self Adhesive Sticker,1199.0,349.0,STIEGPHX5WZESFKZ,HomeDecorFestiveNeeds,WALL DECAL S SELF ADHESIVE STICKER,1184,414,HomeDecorFestiveNeeds,1
Wall Decal Medium Self Adhesive Sticker,899.0,249.0,STIEGPHXKG8A4V89,HomeDecorFestiveNeeds,WALL DECAL M SELF ADHESIVE STICKER,880,274,HomeDecorFestiveNeeds,1
Wall Decal Medium Self Adhesive Sticker,1199.0,349.0,STIEGPHXHYBJGHQS,HomeDecorFestiveNeeds,WALL DECAL M SELF ADHESIVE STICKER,1193,407,HomeDecorFestiveNeeds,1
JBI Shoulder Bag,699.0,209.0,HMBEGHDYHZKJKKYH,BagsWalletsBelts,JBI SHOULDER BAG,698,235,BagsWalletsBelts,1
Head Kik Premium Quality Solo2 S460 Wireless Bluetooth Headset Stereo Dynamic Wired & Wireless Bluetooth Headphones,9999.0,1198.0,ACCEGJPRSJTAGYKV,MobilesAccessories,HEAD KIK PREMIUM QUALITY SOLO2 S460 WIRELESS BLUETOOTH HEADSET STEREO DYNAMIC WIRED & WIRELESS BLUETOOTH HEADPHONES,9981,1501,MobilesAccessories,1
Gojeeva Sconce Wall Lamp,5999.0,3499.0,WLMEGJD7YEPDKG3B,HomeDecorFestiveNeeds,GOJEEVA SCONCE WALL LAMP,5991,4317,HomeDecorFestiveNeeds,1
@home Annulus Solid Wood Dressing Table,22900.0,17745.0,DTBE9ZHVEFSHKRGG,Furniture,@HOME ANNULUS SOLID WOOD DRESSING TABLE,22882,22208,Furniture,1
CONVENIENCE vm46 headphone for XIOMI Mi4 and Mi4i Signature vm46 Stereo Wired Headphones,399.0,249.0,ACCEGKDGVZWHYV5H,MobilesAccessories,CONVENIENCE VM46 HEADPHONE FOR XIOMI MI4 AND MI4I SIGNATURE VM46 STEREO WIRED HEADPHONES,384,301,MobilesAccessories,1
ESBEDA Shoulder Bag,2980.0,2145.0,HMBEGJDZ7KRJ9S2P,BagsWalletsBelts,ESBEDA SHOULDER BAG,2969,2525,BagsWalletsBelts,1
snjmart For X Play Stereo Dynamic Earphone Wired Headphones,1130.0,325.0,ACCEGHHR2KFBGQVD,MobilesAccessories,SNJMART FOR X PLAY STEREO DYNAMIC EARPHONE WIRED HEADPHONES,1125,361,MobilesAccessories,1
Dhhan Earphones/Handfree for Iphone 4/4s/4g/5/5c/5s Stereo Dynamic Headphone Wired Bluetooth Headphones,1460.0,399.0,ACCEGKN7FAWUGRJR,MobilesAccessories,DHHAN EARPHONES/HANDFREE FOR IPHONE 4/4S/4G/5/5C/5S STEREO DYNAMIC HEADPHONE WIRED BLUETOOTH HEADPHONES,1459,475,MobilesAccessories,1
ESBEDA Shoulder Bag,2880.0,2073.0,HMBEGJDXRB8GSA46,BagsWalletsBelts,ESBEDA SHOULDER BAG,2864,2424,BagsWalletsBelts,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGECSN8SG3H,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,589,353,BagsWalletsBelts,1
kush creation Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material,2200.0,1199.0,FABEGCGXCDYRFANH,Clothing,KUSH CREATION COTTON EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,2181,1376,Clothing,1
Czds India Shoulder Bag,599.0,249.0,HMBEGF7GXREWHZA9,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,579,291,BagsWalletsBelts,1
"LAWMAN PG3 Flicker, Flicker, Flicker Deodorant Spray  -  For Men",597.0,447.0,DEOEG9GYTRECGKPY,BeautyandPersonalCare,"LAWMAN PG3 FLICKER, FLICKER, FLICKER DEODORANT SPRAY  -  FOR MEN",596,534,BeautyandPersonalCare,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,699.0,399.0,TSHEGACTZ2G695JR,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,692,501,BabyCare,1
SJ Tulip multi use cotton Balls,299.0,199.0,CPBEF7N4YFPB9EEQ,BabyCare,SJ TULIP MULTI USE COTTON BALLS,293,239,BabyCare,1
NEWLOOK Net Embroidered Semi-stitched Salwar Suit Dupatta Material,3999.0,1599.0,FABEGEYCENJAZQF9,Clothing,NEWLOOK NET EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,3992,1964,Clothing,1
Ech oly Ceramic Inside Fitting Hookah Mouth Tip,1799.0,699.0,HMTEFW3SGGF9HYPT,HomeDecorFestiveNeeds,ECH OLY CERAMIC INSIDE FITTING HOOKAH MOUTH TIP,1793,900,HomeDecorFestiveNeeds,1
Raju purse collection Hand-held Bag,999.0,499.0,HMBEGF7PN8ZJ9PQ9,BagsWalletsBelts,RAJU PURSE COLLECTION HAND-HELD BAG,979,609,BagsWalletsBelts,1
Raju purse collection Hand-held Bag,999.0,799.0,HMBEGER2JG3JCZHX,BagsWalletsBelts,RAJU PURSE COLLECTION HAND-HELD BAG,998,977,BagsWalletsBelts,1
"Jovan Fresh & Active Combo In Deo The Musk Body Spray  -  For Girls, Women",740.0,699.0,DEOEGBCHDUBQGQ8B,BeautyandPersonalCare,"JOVAN FRESH & ACTIVE COMBO IN DEO THE MUSK BODY SPRAY  -  FOR GIRLS, WOMEN",732,793,BeautyandPersonalCare,1
Awesome Fab Georgette Embroidered Semi-stitched Salwar Suit Dupatta Material,3999.0,1699.0,FABEGBT4TYKNDRXP,Clothing,AWESOME FAB GEORGETTE EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,3995,2105,Clothing,1
"LAWMAN PG3 Contender, Freestyler, Flicker Deodorant Spray  -  For Men",597.0,447.0,DEOEG9GYYKDHWH8B,BeautyandPersonalCare,"LAWMAN PG3 CONTENDER, FREESTYLER, FLICKER DEODORANT SPRAY  -  FOR MEN",578,524,BeautyandPersonalCare,1
NEWLOOK Georgette Embroidered Semi-stitched Salwar Suit Dupatta Material,4599.0,1499.0,FABEGAMP7ST6KS5F,Clothing,NEWLOOK GEORGETTE EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,4580,1934,Clothing,1
Puma Women Black PU Shoulder Bag,3999.0,3999.0,SLBEGE5MCXYDGGYA,BagsWalletsBelts,PUMA WOMEN BLACK PU SHOULDER BAG,3997,4778,BagsWalletsBelts,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGEJPKMXZ3W,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,591,354,BagsWalletsBelts,1
"Sherie MD SP150 Deodorant Spray  -  For Boys, Men, Girls, Women",200.0,154.0,DEOEG73YYY6XKA5H,BeautyandPersonalCare,"SHERIE MD SP150 DEODORANT SPRAY  -  FOR BOYS, MEN, GIRLS, WOMEN",182,174,BeautyandPersonalCare,1
Gopalvilla Georgette Embroidered Semi-stitched Salwar Suit Dupatta Material,2499.0,1299.0,FABEG4ZBHZ7K3GFY,Clothing,GOPALVILLA GEORGETTE EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,2479,1617,Clothing,1
Comfort Couch Engineered Wood 3 Seater Sofa,28625.0,19237.0,SOFEGDV3HGY3AB43,Furniture,COMFORT COUCH ENGINEERED WOOD 3 SEATER SOFA,28615,21455,Furniture,1
Art N Hub Generic Photo Frame,516.0,516.0,PHFEG8H2AGDSAHBU,HomeDecorFestiveNeeds,ART N HUB GENERIC PHOTO FRAME,508,592,HomeDecorFestiveNeeds,1
"Jovan Live It Combo's In Men's Deo The Musk Body Spray  -  For Boys, Men",680.0,640.0,DEOEGBBCBBEJGRAW,BeautyandPersonalCare,"JOVAN LIVE IT COMBO'S IN MEN'S DEO THE MUSK BODY SPRAY  -  FOR BOYS, MEN",677,716,BeautyandPersonalCare,1
Man2 OSH Kimaka Men's Shapewear,1655.0,645.0,SPWEFFPGEPTYZDNZ,Clothing,MAN2 OSH KIMAKA MEN'S SHAPEWEAR,1652,815,Clothing,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGE7PPTMMKB,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,589,353,BagsWalletsBelts,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGEFZJYF8JQ,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,595,382,BagsWalletsBelts,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,699.0,399.0,TSHEGACT3EHV8MVM,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,688,465,BabyCare,1
texclusive Silk Embroidered Semi-stitched Salwar Suit Dupatta Material,5000.0,2190.0,FABEGBT3NZXS32YG,Clothing,TEXCLUSIVE SILK EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL,4997,2842,Clothing,1
"Jovan Live It Combo's In Men's Deo The Black Musk Body Spray  -  For Boys, Men",740.0,629.0,DEOEGCYJVH7BGHTY,BeautyandPersonalCare,"JOVAN LIVE IT COMBO'S IN MEN'S DEO THE BLACK MUSK BODY SPRAY  -  FOR BOYS, MEN",732,794,BeautyandPersonalCare,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,1399.0,699.0,TSHEGACT88RHQJGD,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,1396,840,BabyCare,1
"Adidas Lavish Life Combo's In Ice Dive EDT & Team Force Deo Body Spray  -  For Boys, Men",898.0,699.0,DEOEGCXBKZMKQC3Z,BeautyandPersonalCare,"ADIDAS LAVISH LIFE COMBO'S IN ICE DIVE EDT & TEAM FORCE DEO BODY SPRAY  -  FOR BOYS, MEN",888,898,BeautyandPersonalCare,1
Wetex Premium Women's Shapewear,1299.0,495.0,SPWEGBPFJB9NHRWH,Clothing,WETEX PREMIUM WOMEN'S SHAPEWEAR,1291,585,Clothing,1
Wonder World Women's Shapewear,2999.0,550.0,SPWEGCNKUCZFESYG,Clothing,WONDER WORLD WOMEN'S SHAPEWEAR,2988,715,Clothing,1
"Layer'r Layer'r Wottagirl Vanila Twist 135ml, Evergreen60ml,Fantsy60ml,Romace60ml Body Spray(Set of4) Body Spray  -  For Women",630.0,630.0,DEOEGAKKGZKKGQYK,BeautyandPersonalCare,"LAYER'R LAYER'R WOTTAGIRL VANILA TWIST 135ML, EVERGREEN60ML,FANTSY60ML,ROMACE60ML BODY SPRAY(SET OF4) BODY SPRAY  -  FOR WOMEN",629,783,BeautyandPersonalCare,1
Capturing Happiness Wood Photo Frame,649.0,449.0,PHFEG9H7GRQ6Z3QP,HomeDecorFestiveNeeds,CAPTURING HAPPINESS WOOD PHOTO FRAME,648,522,HomeDecorFestiveNeeds,1
Art N Hub Generic Photo Frame,356.0,356.0,PHFEG8HFHPE6ZXZ5,HomeDecorFestiveNeeds,ART N HUB GENERIC PHOTO FRAME,353,450,HomeDecorFestiveNeeds,1
"Viyasha Women's, Girl's Shapewear",499.0,330.0,SPWEGAB6HHGERCGS,Clothing,"VIYASHA WOMEN'S, GIRL'S SHAPEWEAR",480,427,Clothing,1
Sizzlacious Women's Shapewear,999.0,549.0,SPWEF6S6SNGZWYHZ,Clothing,SIZZLACIOUS WOMEN'S SHAPEWEAR,991,618,Clothing,1
GOLDEN GIRL Women's Shapewear,1299.0,485.0,SPWEGAHTJNDNSPNT,Clothing,GOLDEN GIRL WOMEN'S SHAPEWEAR,1294,537,Clothing,1
"Dove Pure Anti-Transpirant Deodorant Deodorant Spray  -  For Men, Women, Girls, Boys",1499.0,895.0,DEOEGDV8EGAVXPVR,BeautyandPersonalCare,"DOVE PURE ANTI-TRANSPIRANT DEODORANT DEODORANT SPRAY  -  FOR MEN, WOMEN, GIRLS, BOYS",1482,1137,BeautyandPersonalCare,1
Prajo Hand-held Bag,1499.0,599.0,HMBEGE4CUPYB3HAC,BagsWalletsBelts,PRAJO HAND-HELD BAG,1486,707,BagsWalletsBelts,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,2799.0,1199.0,TSHEGACTV6KHYKNR,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,2782,1545,BabyCare,1
Esteem Boy's Drawer,900.0,399.0,BLREDZCAQN5FRGTF,Clothing,ESTEEM BOY'S DRAWER,896,444,Clothing,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGA8YAVJZUZ,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,583,364,BagsWalletsBelts,1
Maayas Shoulder Bag,2249.0,1399.0,HMBEGDYJHYWEPKAS,BagsWalletsBelts,MAAYAS SHOULDER BAG,2247,1630,BagsWalletsBelts,1
"LAWMAN PG3 Striker,, Winger , Contender Deodorant Spray  -  For Men",597.0,447.0,DEOEG9GYD746P2DH,BeautyandPersonalCare,"LAWMAN PG3 STRIKER,, WINGER , CONTENDER DEODORANT SPRAY  -  FOR MEN",580,514,BeautyandPersonalCare,1
BUTTERFILES Shoulder Bag,1199.0,449.0,HMBEGER3YJWZ3A22,BagsWalletsBelts,BUTTERFILES SHOULDER BAG,1195,523,BagsWalletsBelts,1
Amatra Hand-held Bag,6999.0,1349.0,HMBEGE6TYFS9WN3C,BagsWalletsBelts,AMATRA HAND-HELD BAG,6994,1512,BagsWalletsBelts,1
"Jovan Live It Combo's In Deo The Pure Musk Body Spray  -  For Girls, Women",740.0,687.0,DEOEGBBNEYMEK7D3,BeautyandPersonalCare,"JOVAN LIVE IT COMBO'S IN DEO THE PURE MUSK BODY SPRAY  -  FOR GIRLS, WOMEN",730,879,BeautyandPersonalCare,1
"LAWMAN PG3 Striker, Contender, Freestyler Deodorant Spray  -  For Men",597.0,447.0,DEOEG9GYZZAFPDPC,BeautyandPersonalCare,"LAWMAN PG3 STRIKER, CONTENDER, FREESTYLER DEODORANT SPRAY  -  FOR MEN",595,578,BeautyandPersonalCare,1
"Layer'r Layer'r Wottagirl Mystic Island 135ml, Evergreen60ml,Fantsy60ml,Romace60ml Body Spray(Set of4) Body Spray  -  For Women",630.0,630.0,DEOEGAKKEKGHJT7M,BeautyandPersonalCare,"LAYER'R LAYER'R WOTTAGIRL MYSTIC ISLAND 135ML, EVERGREEN60ML,FANTSY60ML,ROMACE60ML BODY SPRAY(SET OF4) BODY SPRAY  -  FOR WOMEN",620,736,BeautyandPersonalCare,1
Da intimo Women's Shapewear,1740.0,1740.0,SPWEG9DBHFCF3MZZ,Clothing,DA INTIMO WOMEN'S SHAPEWEAR,1734,2015,Clothing,1
Maayas Shoulder Bag,1649.0,999.0,HMBEGDYJFSGS2UCD,BagsWalletsBelts,MAAYAS SHOULDER BAG,1638,1110,BagsWalletsBelts,1
Czds India Shoulder Bag,599.0,299.0,HMBEGFGAH9ZS8HZH,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,581,359,BagsWalletsBelts,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,2799.0,1199.0,TSHEGACUNDADBZKR,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,2780,1505,BabyCare,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,2799.0,1199.0,TSHEGACUGZYXA7PF,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,2793,1540,BabyCare,1
Simran Synthetic Floral Print Salwar Suit Material,1000.0,470.0,FABEEV2GHKHKJYPP,Clothing,SIMRAN SYNTHETIC FLORAL PRINT SALWAR SUIT MATERIAL,994,589,Clothing,1
"Styleworld Chanderi, Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material",2952.0,1392.0,FABEG9CY7FZQQJYE,Clothing,"STYLEWORLD CHANDERI, COTTON EMBROIDERED SEMI-STITCHED SALWAR SUIT DUPATTA MATERIAL",2942,1749,Clothing,1
Toons Printed Baby Boy's Round Neck T-Shirt,400.0,170.0,TSHEGAYYMSFTSSSQ,BabyCare,TOONS PRINTED BABY BOY'S ROUND NECK T-SHIRT,394,189,BabyCare,1
Histeria Hand-held Bag,999.0,799.0,HMBEGCVEZUBUWPTW,BagsWalletsBelts,HISTERIA HAND-HELD BAG,989,979,BagsWalletsBelts,1
Wetex Premium Women's Shapewear,1299.0,495.0,SPWEGBPF5DGQKAXP,Clothing,WETEX PREMIUM WOMEN'S SHAPEWEAR,1295,573,Clothing,1
Dongli Striped Baby Boy's Polo Neck T-Shirt,2799.0,1199.0,TSHEGACTW7D7HZQV,BabyCare,DONGLI STRIPED BABY BOY'S POLO NECK T-SHIRT,2791,1383,BabyCare,1
Czds India Shoulder Bag,599.0,249.0,HMBEGF7GDQRZZ4F9,BagsWalletsBelts,CZDS INDIA SHOULDER BAG,594,286,BagsWalletsBelts,1
Art N Hub Generic Photo Frame,356.0,356.0,PHFEG8HFYXFTK6JA,HomeDecorFestiveNeeds,ART N HUB GENERIC PHOTO FRAME,342,419,HomeDecorFestiveNeeds,1
Fabcart Chanderi Embroidered Semi-stitched Salwar Suit Material,4199.0,839.0,FABEG2WVGXFDJUHQ,Clothing,FABCART CHANDERI EMBROIDERED SEMI-STITCHED SALWAR SUIT MATERIAL,4196,1030,Clothing,1
"Exxotic Jewelz Diva Fashion Yellow Gold Cubic Zirconia Silver, Brass Cuff Earring",1199.0,599.0,ERGEYWFZMTZ8DHVQ,Jewellery,"EXXOTIC JEWELZ DIVA FASHION YELLOW GOLD CUBIC ZIRCONIA SILVER, BRASS CUFF EARRING",1198,708,Jewellery,1
Kuhuk KUE005 Cubic Zirconia Silver Cuff Earring,2186.0,590.0,ERGE6GYKH4HSWD9B,Jewellery,KUHUK KUE005 CUBIC ZIRCONIA SILVER CUFF EARRING,2184,759,Jewellery,1
Allora 3D Screen Expander With Speaker for Micromax Bolt A089 Screen Expander Phone,899.0,499.0,ERPEGPWPBMFTQYSQ,MobilesAccessories,ALLORA 3D SCREEN EXPANDER WITH SPEAKER FOR MICROMAX BOLT A089 SCREEN EXPANDER PHONE,896,578,MobilesAccessories,1
Inddus Party Printed Women's Kurti,2150.0,850.0,KRTEH3J5FGQTYMGH,Clothing,INDDUS PARTY PRINTED WOMEN'S KURTI,2143,979,Clothing,1
"Shine Tech canon 925 compatible for Canon LBP 6018B, 3010B Black Toner",2999.0,749.0,INKEDHFH3QWCM9QC,Computers,"SHINE TECH CANON 925 COMPATIBLE FOR CANON LBP 6018B, 3010B BLACK TONER",2985,828,Computers,1
Puma 73193 31 L Medium Backpack,2999.0,2999.0,BKPE8M5FMCGSTYJZ,BagsWalletsBelts,PUMA 73193 31 L M BACKPACK,2992,3744,BagsWalletsBelts,1
Kanch Mall Showpiece  -  16.5 cm,3000.0,1650.0,SHIECVF4BG6VGDG3,HomeDecorFestiveNeeds,KANCH MALL SHOWPIECE  -  16.5 CM,2994,2143,HomeDecorFestiveNeeds,1
Voylla Alloy Jewel Set,1060.0,690.0,JWSDXV8PBMC5V9ZB,Jewellery,VOYLLA ALLOY JEWEL SET,1054,837,Jewellery,1
Kothari Casual Short Sleeve Printed Girl's Top,1505.0,699.0,TOPEBKPFZSBVQMNT,Clothing,KOTHARI CASUAL SHORT SLEEVE PRINTED GIRL'S TOP,1496,826,Clothing,1
JK Cartridge 85a Black Toner,900.0,700.0,INKEAX9X88JRDCR2,Computers,JK CARTRIDGE 85A BLACK TONER,899,822,Computers,1
Surbhi Bunny  - 60 cm,900.0,525.0,STFE6Q6RDBMU3ZQF,ToysSchoolSupplies,SURBHI BUNNY  - 60 CM,894,631,ToysSchoolSupplies,1
PRINT SHAPES rome italy Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGF4VSSWHCWTY,Computers,PRINT SHAPES ROME ITALY LAPTOP SKIN WITH MOUSE PAD COMBO SET,990,407,Computers,1
Lajo Women's Salwar and Dupatta Set,9000.0,7664.0,ETHEGBVZCUGD8FVA,Clothing,LAJO WOMEN'S SALWAR AND DUPATTA SET,8983,8951,Clothing,1
Safari Ltd. Designer TOOBS Days of Old,3700.0,3145.0,AFGEFM63VZFAQXCV,ToysSchoolSupplies,SAFARI LTD. DESIGNER TOOBS DAYS OF OLD,3693,3550,ToysSchoolSupplies,1
Camt Leather Documents File,499.0,270.0,FAFEGERRHKYQWVKE,PensStationery,CAMT LEATHER DOCUMENTS FILE,494,302,PensStationery,1
PRINT SHAPES red Heart Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGEZDZRVUUGBN,Computers,PRINT SHAPES RED HEART LAPTOP SKIN WITH MOUSE PAD COMBO SET,994,369,Computers,1
Simrit Women's Nighty,2985.0,895.0,NDNEGCSHMXV2NY4Q,Clothing,SIMRIT WOMEN'S NIGHTY,2982,1104,Clothing,1
PRINT SHAPES Best green ball Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGF4N6ZGSBH6C,Computers,PRINT SHAPES BEST GREEN BALL LAPTOP SKIN WITH MOUSE PAD COMBO SET,996,389,Computers,1
PRINT SHAPES Jurassic Park Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGF4NZRFQD9UJ,Computers,PRINT SHAPES JURASSIC PARK LAPTOP SKIN WITH MOUSE PAD COMBO SET,990,386,Computers,1
"Tom and Jerry 9 Piece Play Set with 9 Tom, Jerry, and Spike Figures",4141.0,3519.0,AFGEFM64Z5PHJHYR,ToysSchoolSupplies,"TOM AND JERRY 9 PIECE PLAY SET WITH 9 TOM, JERRY, AND SPIKE FIGURES",4132,3899,ToysSchoolSupplies,1
Lajo Women's Salwar and Dupatta Set,2500.0,1388.0,ETHEGBVPYKM2GZUY,Clothing,LAJO WOMEN'S SALWAR AND DUPATTA SET,2494,1599,Clothing,1
Good Way Peppermint Lip Balm Pepper,85.0,85.0,LPBEGAKKCYHXZKJH,BeautyandPersonalCare,GOOD WAY PEPPERMINT LIP BALM PEPPER,84,95,BeautyandPersonalCare,1
PRINT SHAPES I dont want to live Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGEZDCYHQM2WG,Computers,PRINT SHAPES I DONT WANT TO LIVE LAPTOP SKIN WITH MOUSE PAD COMBO SET,989,412,Computers,1
Lajo Women's Salwar and Dupatta Set,4000.0,2089.0,ETHEGDTGYCFHJEEF,Clothing,LAJO WOMEN'S SALWAR AND DUPATTA SET,3982,2501,Clothing,1
Simrit Women's Nighty,2985.0,895.0,NDNEGCREJABZSCGH,Clothing,SIMRIT WOMEN'S NIGHTY,2970,1121,Clothing,1
Aaina Home Decor Linen Cloth Journal,485.0,485.0,FAFEG3ZDZEGF3XVR,PensStationery,AAINA HOME DECOR LINEN CLOTH JOURNAL,469,586,PensStationery,1
Simrit Women's Nighty,2985.0,895.0,NDNEGCU2VAGYHJWE,Clothing,SIMRIT WOMEN'S NIGHTY,2971,1127,Clothing,1
Aroma Comfort Polyester Cream Self Design Eyelet Window Curtain,999.0,899.0,CRNEG72V5KJHHUZ7,HomeFurnishing,AROMA COMFORT POLYESTER CREAM SELF DESIGN EYELET WINDOW CURTAIN,991,1067,HomeFurnishing,1
"KA Women's Kurta, Pyjama & Dupatta Set",1450.0,999.0,ETHEGDFG6MBCVEHY,Clothing,"KA WOMEN'S KURTA, PYJAMA & DUPATTA SET",1448,1168,Clothing,1
PRINT SHAPES Gentle man Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGEZBUKFAFH2E,Computers,PRINT SHAPES GENTLE MAN LAPTOP SKIN WITH MOUSE PAD COMBO SET,997,410,Computers,1
Nourish Cardboard 2-D- Folder,399.0,399.0,FAFEG2A59C8HZFXK,PensStationery,NOURISH CARDBOARD 2-D- FOLDER,384,460,PensStationery,1
Aroma Comfort Polyester Pink Printed Eyelet Window Curtain,699.0,599.0,CRNEG8D7QBVSVWR5,HomeFurnishing,AROMA COMFORT POLYESTER PINK PRINTED EYELET WINDOW CURTAIN,697,773,HomeFurnishing,1
Lip Rageous Lip Balm Strawberry 4.25g Strawberry,570.0,513.0,LPBEGDV88DZJK6QP,BeautyandPersonalCare,LIP RAGEOUS LIP BALM STRAWBERRY 4.25G STRAWBERRY,566,575,BeautyandPersonalCare,1
Simrit Women's Nighty,2985.0,895.0,NDNEGCSGHZQ3RZQ5,Clothing,SIMRIT WOMEN'S NIGHTY,2983,1162,Clothing,1
Aroma Comfort Polyester Purple Floral Eyelet Long Door Curtain,799.0,699.0,CRNEFQF6HT3YV7Q5,HomeFurnishing,AROMA COMFORT POLYESTER PURPLE FLORAL EYELET LONG DOOR CURTAIN,794,849,HomeFurnishing,1
PRINT SHAPES Sony headphone Laptop Skin with Mouse pad Combo Set,999.0,329.0,LACEGF4VFNXBSFA6,Computers,PRINT SHAPES SONY HEADPHONE LAPTOP SKIN WITH MOUSE PAD COMBO SET,998,406,Computers,1
